name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
东华科技,建筑施工,安徽,61.82,43922.6,44603.44,571874.0,516897.34,21497.65,9062.87,0.2,0.184,4.57,3.32,20070712
启明星辰,软件服务,北京,320.25,55891.05,86894.22,278498.56,167474.3,17018.96,43698.12,0.5,0.054000000000000006,2.31,10.03,20100623
金陵饭店,酒店餐饮,江苏,85.52,30000.0,30000.0,307614.59,86562.05,134315.81,40387.53,1.35,0.11900000000000001,4.64,2.92,20070406
大金重工,钢加工,辽宁,55.13,54000.0,54000.0,261639.84,170542.05,40358.34,76019.75,1.41,0.11900000000000001,3.14,2.8,20101015
数码视讯,通信设备,北京,56.79,120777.74,137779.39,396436.25,250290.02,35726.1,63776.36,0.46,0.105,2.45,3.25,20100430
明星电力,水力发电,四川,34.54,32417.9,32417.9,284708.0,39957.3,192805.63,46214.19,1.43,0.276,6.09,2.09,19970627
炬华科技,电器仪表,浙江,28.3,11400.2,36267.75,181630.06,144626.09,7161.22,4629.43,0.13,0.5479999999999999,3.4,6.08,20140121
视觉中国,互联网,江苏,95.06,19667.55,70057.74,341546.22,98374.65,643.62,160035.42,2.28,0.17600000000000002,3.14,7.09,19970121
哈药股份,化学制药,黑龙江,29.19,249272.81,249272.81,1418136.0,903603.13,418903.72,53554.91,0.21,0.245,3.07,3.1,19930629
联明股份,汽车配件,上海,44.13,6888.0,19291.75,109093.57,53058.23,35744.1,16140.9,0.84,0.5,4.1,6.97,20140630
航新科技,航空,广东,154.55,7128.27,13307.0,103759.78,60913.05,27274.61,30312.88,2.28,0.27699999999999997,6.4,8.93,20150422
世龙实业,化工原料,江西,54.53,7387.12,24000.0,113938.07,48953.35,51433.23,33256.03,1.39,0.295,4.2,5.1,20150319
东宝生物,生物制药,内蒙,231.35,37926.51,46087.41,77232.28,32523.15,18970.99,15226.87,0.33,0.027999999999999997,1.55,5.65,20110706
海洋王,半导体,深圳,357.49,6702.52,40000.0,172326.27,116253.88,43871.0,36891.46,0.92,0.05,3.85,6.18,20141104
百隆东方,纺织,浙江,17.93,150000.0,150000.0,1076895.63,554183.88,313931.22,235926.55,1.57,0.265,4.66,1.36,20120612
海欣股份,纺织,上海,76.36,73820.6,120705.67,565449.0,109599.07,34865.15,43522.48,0.36,0.132,3.55,3.79,19940404
川投能源,水力发电,四川,10.27,440214.06,440214.06,2593946.25,95768.71,357438.47,405193.03,0.92,0.636,4.5,1.93,19930924
东方集团,综合类,黑龙江,30.09,166680.53,285736.63,4046090.5,2317200.0,220005.8,960990.5,3.36,0.23,6.76,1.05,19940106
依米康,专用机械,四川,239.43,27805.89,43993.19,200371.7,139762.66,9491.44,13471.62,0.31,0.049,1.67,9.44,20110803
香雪制药,中成药,广东,91.62,65990.95,66147.63,757341.5,288209.97,154599.98,213441.77,3.23,0.11599999999999999,5.15,2.75,20101215
西藏旅游,旅游景点,西藏,0.0,18913.78,18913.78,137817.81,13874.7,56423.56,43987.94,2.33,-0.139,3.22,7.33,19961015
荣科科技,软件服务,辽宁,207.45,15962.41,32142.96,103489.86,73869.95,6033.62,29541.3,0.92,0.057,2.68,5.85,20120216
金智科技,软件服务,江苏,61.42,19436.66,23171.89,339073.66,239058.95,62923.01,39117.95,1.69,0.326,4.96,5.37,20061208
中国卫星,航空,北京,119.17,118248.9,118248.9,1110945.63,869851.13,62552.44,161232.95,1.36,0.19699999999999998,3.99,7.86,19970908
中核科技,机械基件,江苏,138.3,38335.89,38341.76,178612.84,112264.9,29935.5,25943.24,0.68,0.12300000000000001,3.21,7.08,19970710
安源煤业,煤炭开采,江西,0.0,98995.97,98995.97,914672.13,420846.19,287802.0,186459.81,1.88,-0.7440000000000001,2.83,1.93,20020702
东方航空,空运,上海,10.13,848107.88,1446758.63,20488500.0,1777000.0,14561101.0,2676600.0,1.85,0.49,3.48,1.79,19971105
广电运通,电脑设备,广东,35.55,128661.61,161925.7,1097252.75,704075.31,67347.17,310776.41,1.92,0.33,5.09,2.92,20070813
回天新材,化工原料,湖北,48.3,25407.69,40078.44,182531.38,97772.18,58813.07,63027.11,1.57,0.19399999999999998,3.88,3.22,20100108
济民制药,化学制药,浙江,146.56,11294.0,32000.0,89137.68,48006.71,17104.61,19973.96,0.62,0.08,2.3,6.77,20150217
罗莱生活,纺织,江苏,28.44,69948.82,70181.54,385181.31,253685.63,39201.21,34850.14,0.5,0.37,3.82,3.67,20090910
银亿股份,区域地产,甘肃,36.99,257431.56,257701.56,2601478.0,2240219.0,127384.27,58739.57,0.23,0.205,2.21,4.58,20000622
石化油服,石油开采,北京,0.0,281833.34,1414266.13,7434238.5,4114284.5,2863760.25,889421.63,0.63,-0.626,1.12,3.47,19950411
安凯客车,汽车整车,安徽,141.62,69556.15,69556.56,827405.81,660720.5,112442.92,38508.65,0.55,0.037000000000000005,1.86,3.76,19970725
新奥股份,农药化肥,河北,47.62,98578.5,98578.5,1752564.25,450155.16,506384.84,0.0,0.0,0.196,4.47,2.78,19940103
雪迪龙,环境保护,北京,79.31,30438.58,60488.03,185308.56,143033.91,15645.57,24627.42,0.41,0.154,2.67,6.11,20120309
中元股份,电气设备,湖北,88.58,29942.38,48083.14,152663.48,86904.53,6995.75,59894.0,1.25,0.11800000000000001,2.85,4.89,20091030
重庆水务,水务,重庆,22.18,480000.0,480000.0,2003006.25,895962.19,739162.31,459543.5,0.96,0.262,2.83,2.73,20100329
精功科技,专用机械,浙江,80.24,44290.58,45516.0,161955.45,111271.05,25050.77,26953.47,0.59,0.11599999999999999,2.02,6.13,20040625
东风科技,汽车配件,上海,46.8,31356.0,31356.0,421937.0,236891.95,110085.55,1522.9,0.05,0.248,3.54,4.37,19970703
凯迪生态,新型电力,湖北,62.06,94117.6,150729.23,3602557.25,1145824.88,1248755.5,399835.34,2.65,0.11199999999999999,5.02,1.85,19990923
隧道股份,建筑施工,上海,22.59,314409.63,314409.63,6274625.5,3182145.5,225921.2,682870.25,2.17,0.33399999999999996,5.48,1.83,19940128
恒顺醋业,食品,江苏,47.79,60273.8,60273.8,226509.5,66063.25,76533.88,47131.09,0.78,0.19399999999999998,2.52,4.91,20010206
宁波高发,汽车配件,浙江,42.35,4691.1,14097.0,105560.82,89571.31,11308.07,37495.0,2.66,0.8,5.48,8.18,20150120
上峰水泥,水泥,甘肃,88.35,81361.86,81361.97,588609.63,242199.55,232457.45,-48179.46,-0.59,0.059000000000000004,2.18,3.19,19961218
鼎龙股份,化工原料,湖北,50.38,30292.39,48772.39,294435.41,131565.63,44804.0,120520.55,2.47,0.38,4.57,5.23,20100211
通威股份,饲料,四川,17.37,163421.92,338403.34,1870198.25,591442.31,769568.94,324569.34,0.96,0.29,2.53,2.44,20040302
中文传媒,出版业,江西,24.14,126393.43,137794.0,1900797.0,1181680.63,127123.92,543643.25,3.95,0.7170000000000001,7.72,2.99,20020304
珠江钢琴,文教休闲,广东,105.17,95362.59,95600.0,291135.56,170213.8,65352.38,31810.0,0.33,0.121,2.06,8.21,20120530
首钢股份,普钢,北京,200.35,120615.02,528938.94,12775519.0,1428006.25,7373223.0,2009120.25,3.8,0.026000000000000002,4.65,1.49,19991216
天山股份,水泥,新疆,1052.39,88004.97,88010.13,1969193.0,428801.19,1387675.63,308664.44,3.51,0.005,6.68,1.03,19990107
加加食品,食品,湖南,56.98,112732.92,115200.0,296342.63,82714.9,138466.44,20963.18,0.18,0.111,1.67,5.04,20120106
金山股份,火力发电,辽宁,28.61,81280.0,147270.69,2022941.38,191174.7,1659371.0,137385.34,0.93,0.14,2.59,2.07,20010328
湖南天雁,汽车配件,湖南,636.99,43109.17,97181.74,133425.13,105034.42,21539.71,37418.3,0.39,0.008,0.68,10.16,19931206
东方雨虹,其他建材,北京,20.4,56079.53,88384.34,870648.0,618748.13,137413.75,171401.48,1.94,0.87,5.22,4.25,20080910
常山药业,生物制药,河北,64.02,59805.14,93496.68,310165.38,210069.84,47144.53,56688.44,0.61,0.107,2.32,3.94,20110819
华侨城Ａ,旅游景点,深圳,14.49,612182.38,820568.13,13574926.0,9831231.0,1458383.25,553591.88,0.67,0.355,4.84,1.42,19970910
冀凯股份,专用机械,河北,466.76,19876.59,20000.0,93584.38,65588.61,19558.02,44227.85,2.21,0.045,4.27,6.61,20120731
方正证券,证券,湖南,17.65,628985.06,823210.13,14579758.0,0.0,44140.48,1642602.88,2.0,0.324,4.31,1.77,20110810
皖江物流,水运,安徽,33.51,142320.0,390811.03,1731547.75,352393.69,1021400.88,500341.41,1.28,0.11,2.04,2.24,20030328
瑞凌股份,元器件,深圳,48.62,31382.49,44700.0,171114.56,157707.45,8479.83,69365.88,1.55,0.16399999999999998,3.43,3.11,20101229
大立科技,电器仪表,浙江,145.31,35534.01,45866.67,128192.4,103488.36,9525.17,19816.56,0.43,0.063,2.12,5.74,20080218
万和电气,家用电器,广东,19.66,33651.1,44000.0,457942.44,304197.84,76841.21,124897.3,2.84,0.667,6.33,2.76,20110128
中国医药,医药商业,北京,22.06,101213.6,106848.54,1957759.38,1593917.63,142533.8,242798.75,2.27,0.74,6.61,3.11,19970515
大秦铁路,铁路,山西,14.82,1486679.13,1486679.13,11930768.0,2016121.75,6747523.0,2473876.0,1.66,0.34600000000000003,5.89,1.16,20060801
劲胜精密,元器件,广东,111.71,91054.61,142357.84,958994.81,556973.88,170382.23,361730.69,2.54,0.055999999999999994,3.56,2.35,20100520
中国化学,建筑施工,北京,15.54,493300.0,493300.0,8305859.0,6692907.5,769270.31,551338.69,1.12,0.292,5.5,1.1,20100107
高新发展,园区开发,四川,116.08,18797.88,31148.0,377838.63,302512.69,14853.35,72843.11,2.34,0.098,2.35,6.45,19961118
东华软件,软件服务,北京,43.76,136843.39,156989.38,1204644.13,907097.0,39830.93,234138.2,1.49,0.402,5.43,4.33,20060823
博瑞传播,广告包装,四川,108.35,73208.15,109333.21,460580.25,140827.0,44678.59,80661.4,0.74,0.057999999999999996,3.31,2.52,19951115
泰和新材,化纤,山东,126.57,61059.69,61083.35,252096.88,138186.23,101992.57,23157.32,0.38,0.08,3.25,4.18,20080625
东方日升,半导体,浙江,15.4,46780.91,67459.39,1099886.5,733184.19,247755.67,225961.7,3.35,0.8,5.42,2.92,20100902
嘉澳环保,环境保护,浙江,153.51,1835.0,7335.0,98654.22,57425.63,17850.11,24156.39,3.29,0.42,8.43,9.12,20160428
太化股份,化工原料,山西,0.0,51440.19,51440.19,221670.72,136546.66,8454.75,57746.19,1.12,-0.047,0.96,7.84,20001109
国电南自,电气设备,江苏,0.0,63524.64,63524.64,1091383.63,751312.69,137464.45,96484.11,1.52,-0.18,2.75,3.01,19991118
银禧科技,塑料,广东,42.94,40000.0,40226.8,151452.88,90753.31,35365.64,14248.8,0.35,0.369,2.23,9.45,20110525
安科生物,生物制药,安徽,70.01,32275.32,54760.12,187056.17,50076.35,37577.6,52494.57,0.96,0.27,2.37,10.18,20091030
精锻科技,汽车配件,江苏,33.43,37465.44,40500.0,200490.05,64222.68,105168.88,35061.7,0.87,0.33799999999999997,3.46,4.35,20110826
江苏阳光,纺织,江苏,46.03,178334.03,178334.03,458699.94,228417.2,180071.34,0.0,0.0,0.073,1.08,4.16,19990927
华联控股,全国地产,深圳,16.21,112826.02,114158.77,973327.63,848725.13,27759.55,24255.48,0.21,0.42,2.19,4.11,19940617
中化岩土,建筑施工,北京,73.88,62224.46,174750.0,474920.44,316869.41,61396.91,35590.5,0.2,0.084,1.55,5.3,20110128
光迅科技,通信设备,湖北,56.29,20349.85,20972.85,477334.19,397932.63,66777.1,149212.16,7.11,1.008,13.21,5.73,20090821
中国核电,新型电力,北京,20.92,424125.0,1556543.0,27634602.0,3347828.5,11648776.0,1289417.0,0.83,0.242,2.57,2.62,20150610
杰赛科技,软件服务,广东,458.11,51108.98,51576.0,333791.16,267713.59,50989.31,21657.85,0.42,0.05,2.41,12.73,20110128
日机密封,机械基件,四川,59.47,6079.45,10668.0,97024.74,83383.18,4631.93,39653.46,3.72,0.5660000000000001,7.98,5.62,20150612
湘邮科技,软件服务,湖南,0.0,16107.0,16107.0,39418.01,32036.4,5638.73,13140.44,0.82,-0.028999999999999998,1.16,25.76,20031210
海王生物,生物制药,深圳,58.54,183971.25,264934.06,1470824.38,1295607.88,42752.21,261512.05,0.99,0.15,1.91,3.51,19981218
申能股份,火力发电,上海,11.15,455203.84,455203.84,5182987.0,1060393.63,2028723.25,322498.03,0.71,0.4,5.44,1.09,19930416
健康元,化学制药,深圳,33.18,156105.31,158838.92,1643371.88,851407.19,433769.34,112398.67,0.71,0.235,3.44,3.03,20010608
中原高速,路桥,河南,11.75,224737.19,224737.19,4975896.5,466225.84,1916489.0,177481.48,0.79,0.16,5.41,0.82,20030808
海马汽车,汽车整车,海南,30.69,164209.52,164463.64,1666779.0,582840.13,297428.66,376545.72,2.29,0.127,4.55,1.14,19940808
四创电子,通信设备,安徽,251.48,13670.2,13670.2,369478.81,259809.91,13772.67,41637.9,3.05,0.21899999999999997,7.62,9.65,20040510
协鑫集成,半导体,上海,107.26,220824.09,504640.0,1991826.25,1701126.38,91409.17,203992.75,0.4,0.040999999999999995,0.75,7.91,20101118
士兰微,半导体,浙江,102.89,124716.79,124716.79,497649.25,255638.22,129903.7,17306.17,0.14,0.049,1.97,3.39,20030311
康得新,化工原料,江苏,31.82,287593.63,352431.97,2529296.25,2060865.75,307675.72,701358.56,1.99,0.44,4.65,3.66,20100716
神马股份,化纤,河南,42.82,44228.0,44228.0,889234.63,402275.31,208598.38,179925.75,4.07,0.168,5.57,1.73,19940106
北新路桥,建筑施工,新疆,141.69,55730.91,55732.71,1394375.88,925388.81,49197.51,50054.09,0.9,0.047,2.71,3.28,20091111
西部建设,水泥,新疆,34.74,93397.97,103223.4,1435055.38,1134878.13,236046.7,105263.17,1.02,0.17600000000000002,4.02,2.02,20091103
正邦科技,饲料,江西,12.34,116573.2,201446.7,988512.31,356069.94,470031.69,41678.15,0.21,0.45,1.98,3.74,20070817
巨轮智能,汽车配件,广东,228.1,187185.69,219939.56,474284.06,308492.81,98047.78,3979.56,0.02,0.012,1.34,2.77,20040816
沃尔核材,电气设备,深圳,75.81,43066.73,62372.85,452741.31,146953.81,85345.36,2826.04,0.05,0.16,3.0,4.93,20070420
合锻智能,机床制造,安徽,107.67,21170.0,44619.87,233245.45,135575.36,26764.95,101071.75,2.27,0.1,3.73,3.37,20141107
金固股份,汽车配件,浙江,0.0,38498.32,50848.33,419617.59,215778.59,101354.25,84119.86,1.65,-0.11,2.93,5.8,20101021
亨通光电,通信设备,江苏,16.4,115126.9,124126.9,1933643.0,1320422.38,332067.81,85257.43,0.69,0.8440000000000001,4.57,4.04,20030822
华电重工,专用机械,北京,473.48,36750.0,115500.0,834652.38,698027.81,97618.1,122008.38,1.06,0.013999999999999999,3.11,2.85,20141211
爱康科技,电气设备,江苏,148.08,279558.78,449086.16,1525746.88,507135.44,740870.13,141433.63,0.31,0.019,1.37,2.69,20110815
凯利泰,医疗保健,上海,58.32,58238.66,71482.63,210537.52,98266.65,30324.0,100910.46,1.41,0.171,2.54,5.22,20120613
合众思壮,通信设备,北京,699.64,12877.51,24438.26,478936.34,228541.2,56608.98,286010.97,11.7,0.06,14.08,3.08,20100402
凯乐科技,通信设备,湖北,65.12,53252.71,66674.77,1195324.0,935208.88,76012.52,117223.97,1.76,0.16899999999999998,4.37,3.37,20000706
宝鹰股份,装修装饰,深圳,43.54,68241.78,126310.14,824987.38,718308.88,14604.25,105400.21,0.83,0.203,2.06,5.7,20050531
我武生物,生物制药,浙江,45.13,7164.27,16160.0,66310.25,52191.55,8114.9,18170.96,1.12,0.635,3.89,9.82,20140121
东北制药,化学制药,辽宁,600.93,43854.98,47465.51,978271.81,505174.06,315922.75,177760.27,3.75,0.013000000000000001,4.84,2.12,19960523
佳士科技,专用机械,深圳,51.04,36111.0,50793.92,241079.97,194007.42,37195.39,127758.55,2.52,0.17,4.14,2.65,20110322
大连圣亚,旅游景点,辽宁,44.38,9200.0,9200.0,97211.77,45705.7,22281.27,19775.53,2.15,0.753,4.75,9.37,20020711
精工钢构,钢加工,安徽,36.43,151044.52,151044.52,991278.0,711732.5,83988.71,33653.21,0.22,0.09,2.42,1.81,20020605
韶能股份,水力发电,广东,18.06,107980.84,108055.15,873197.13,122372.65,670004.38,158531.94,1.47,0.424,3.93,2.6,19960830
鲁银投资,普钢,山东,72.55,49661.37,56817.78,439688.81,302121.28,32577.38,44865.2,0.79,0.113,2.61,4.19,19961225
奋达科技,家用电器,深圳,53.84,59818.94,124712.89,390744.38,192909.94,43615.8,59587.16,0.48,0.193,2.22,6.23,20120605
今世缘,白酒,江苏,19.09,68075.0,125450.0,573014.56,400713.94,69054.4,74271.4,0.59,0.515,3.59,3.65,20140703
津滨发展,区域地产,天津,101.61,161720.06,161727.2,653757.25,620453.56,1024.68,30965.06,0.19,0.032,0.81,5.42,19990422
兴业证券,证券,福建,19.67,669667.19,669667.19,11624745.0,0.0,72749.49,1433418.13,2.14,0.305,4.72,1.7,20101013
迪马股份,全国地产,重庆,102.49,147220.25,241886.0,3259992.0,3172306.0,12503.95,229781.63,0.95,0.053,2.62,2.78,20020723
联创光电,元器件,江西,38.68,44347.67,44347.67,378687.84,204750.44,48530.45,63513.4,1.43,0.353,4.63,3.93,20010329
交运股份,公共交通,上海,29.33,86237.39,86237.39,742415.56,364550.56,225995.77,118260.15,1.37,0.242,4.42,2.14,19930928
鞍重股份,工程机械,辽宁,0.0,8624.25,13596.0,84044.3,59189.3,10292.82,32896.12,2.42,-0.079,5.5,5.94,20120329
上海石化,石油加工,上海,11.39,730500.0,1080000.0,3025867.5,1128297.75,1329878.63,53983.7,0.05,0.382,2.12,2.73,19931108
兴发集团,化工原料,湖北,70.95,48029.71,51223.73,2227316.25,464245.94,1181401.5,285364.19,5.57,0.153,10.46,1.39,19990616
创元科技,专用机械,江苏,55.31,40008.03,40008.03,378057.31,214520.75,82238.56,32716.22,0.82,0.147,4.04,2.69,19940106
海陆重工,专用机械,江苏,72.17,44187.0,62063.44,349229.91,201653.59,57287.91,87373.97,1.41,0.083,3.69,2.16,20080625
海德股份,区域地产,海南,3140.4,15036.08,15120.0,26343.41,18684.32,574.4,11672.82,0.77,0.011000000000000001,1.46,30.87,19940525
掌趣科技,互联网,北京,34.91,180731.7,277087.5,1020563.13,145771.02,10493.17,409058.41,1.48,0.20199999999999999,3.03,3.1,20120511
环能科技,环境保护,四川,98.83,6831.66,17662.13,137098.3,80713.24,29330.45,64071.36,3.63,0.247,6.23,5.22,20150216
永贵电器,元器件,浙江,74.0,19562.4,38460.64,300414.38,144257.38,41511.21,181198.05,4.71,0.3,6.8,4.04,20120920
安妮股份,造纸,福建,439.88,22724.83,35790.17,185719.47,32706.75,19779.61,103775.15,2.9,0.031,3.93,4.6,20080516
泰胜风能,电气设备,上海,29.84,45018.32,73151.46,294727.47,192653.31,64857.46,70095.86,0.96,0.217,2.86,3.03,20101019
*ST百花,焦炭加工,新疆,46.14,24852.42,34898.3,259474.8,50907.43,11656.32,178653.8,5.12,0.39,4.77,3.93,19960626
围海股份,建筑施工,浙江,196.06,69310.68,72812.65,492160.91,243254.34,19408.56,41947.01,0.58,0.039,2.19,4.61,20110602
证通电子,电器仪表,深圳,220.13,33721.8,51967.87,465608.44,283918.22,82276.56,180988.05,3.48,0.07,5.19,3.47,20071218
东兴证券,证券,北京,43.42,90400.0,275796.06,6881514.5,0.0,26233.76,976207.5,3.54,0.44,7.28,3.16,20150226
厦门空港,机场,福建,15.86,29781.0,29781.0,418981.5,136662.38,238438.55,18098.78,0.61,1.089,10.83,2.12,19960531
华鹏飞,仓储物流,深圳,89.75,11367.58,29646.68,208042.31,65682.5,19380.59,120672.95,4.07,0.23399999999999999,6.02,4.65,20120821
安泰集团,焦炭加工,山西,0.0,100680.0,100680.0,655841.69,283544.09,323342.94,146303.84,1.45,-0.44,1.1,5.23,20030212
赛象科技,化工机械,天津,0.0,56581.14,58861.57,169241.75,119116.55,22991.77,42672.71,0.72,-0.009000000000000001,2.01,4.28,20100115
迪森股份,供气供热,广东,54.62,20534.51,36187.66,249986.91,105120.15,53076.26,32412.52,0.9,0.24600000000000002,2.81,6.36,20120710
东吴证券,证券,江苏,27.06,259100.0,300000.0,8015905.0,0.0,78673.25,1176282.25,3.92,0.41700000000000004,6.63,2.27,20111212
武汉中商,百货,湖北,145.29,25109.36,25122.16,250875.3,84964.43,72972.6,7361.7,0.29,0.07400000000000001,3.15,4.54,19970711
海立美达,汽车整车,山东,107.85,30000.0,49567.51,1110736.75,698821.94,66207.05,362043.72,7.3,0.29,9.3,3.08,20110110
中国武夷,全国地产,福建,525.17,42818.08,49979.8,1115413.0,1035197.88,22737.73,78653.06,1.57,0.026000000000000002,4.08,4.38,19970715
申通地铁,公共交通,上海,83.44,47738.19,47738.19,253902.05,8896.32,133019.8,7974.25,0.17,0.128,3.02,4.74,19940224
胜利精密,元器件,江苏,37.51,186491.75,290612.34,1347888.38,683350.38,207796.13,129689.47,0.45,0.2,1.9,5.28,20100608
宏达高科,纺织,浙江,42.98,13237.12,17676.25,203287.92,48262.95,28913.9,68704.25,3.89,0.436,9.23,2.71,20070803
华银电力,火力发电,湖南,0.0,82763.43,178112.42,1880637.0,350698.41,1177243.38,488819.25,2.74,-0.003,2.22,2.57,19960905
天茂集团,保险,湖北,29.75,135358.0,425919.47,11320925.0,2040125.63,50660.5,660827.06,1.55,0.21,3.17,2.48,19961112
创维数字,元器件,四川,36.69,40788.39,103455.82,617473.81,517063.09,63902.6,2945.9,0.03,0.335,2.3,7.13,19980602
亚厦股份,装修装饰,浙江,42.89,113150.88,133999.66,1704314.38,1460699.88,48529.59,183730.72,1.37,0.2,5.32,2.15,20100323
方大集团,其他建材,深圳,73.76,41998.67,78909.47,606644.75,486659.31,56503.44,50678.4,0.64,0.15,2.31,6.18,19960415
恒逸石化,化纤,广西,29.24,115358.77,161987.44,2929723.5,1340146.25,834107.25,438220.06,2.71,0.39,6.49,1.86,19970328
天药股份,化学制药,天津,91.64,96085.49,96085.49,301498.44,151297.19,128452.22,60855.96,0.63,0.052000000000000005,2.56,2.5,20010618
龙马环卫,专用机械,福建,45.88,10625.0,27235.0,231120.42,206237.73,7701.22,33875.07,1.24,0.5579999999999999,4.17,8.19,20150126
中国巨石,玻璃,浙江,17.03,191978.48,243215.75,2359864.25,860134.5,1332653.13,446141.94,1.83,0.469,4.36,2.44,19990422
温州宏丰,电气设备,浙江,102.62,20316.59,41436.14,97520.18,61192.2,25639.2,1381.05,0.03,0.078,1.38,7.7,20120110
富祥股份,化学制药,江西,47.14,2700.0,11203.71,120914.92,70798.85,30712.53,39603.69,3.53,1.2,7.23,10.22,20151222
陕鼓动力,机械基件,陕西,41.95,163877.02,163877.02,1475517.63,1137118.5,149713.41,183552.17,1.12,0.127,3.66,1.94,20100428
华夏幸福,区域地产,河北,13.33,264575.94,295494.66,23560566.0,21290622.0,233448.45,660030.44,2.23,1.58,7.8,3.55,20031230
宝信软件,软件服务,上海,47.13,49816.41,78324.9,663388.75,498457.91,43759.75,136576.25,1.74,0.327,5.2,3.95,19940311
中兴商业,百货,辽宁,104.41,27854.39,27900.59,215252.27,99980.38,70013.71,31671.8,1.14,0.11199999999999999,4.15,3.76,19970508
中国中冶,建筑施工,北京,18.14,1623900.0,1911000.0,36371188.0,29456896.0,2989350.5,1787449.25,0.94,0.16,3.26,1.3,20090921
保变电气,电气设备,河北,667.46,137299.09,153460.7,872156.88,596665.0,100577.06,315411.22,2.06,0.006999999999999999,0.21,30.68,20010228
金杯汽车,汽车整车,辽宁,0.0,109266.71,109266.71,1058611.63,801574.94,86071.36,110021.02,1.01,-0.064,0.19,37.14,19920724
三峡水利,水力发电,重庆,34.69,88800.54,99300.54,468009.34,127876.11,227069.47,76289.71,0.77,0.19899999999999998,2.43,3.78,19970804
国投安信,证券,上海,21.32,196236.5,369415.16,12370077.0,10486883.0,17778.23,1665300.5,4.51,0.5720000000000001,7.31,2.22,19970519
商赢环球,塑料,宁夏,0.0,20000.0,46997.0,288814.34,283188.88,413.18,258987.91,5.51,-0.08,5.98,5.67,19990707
三湘印象,区域地产,上海,21.16,91093.7,138298.67,1429854.0,1129624.38,5599.15,324825.03,2.35,0.41,4.41,2.08,19970925
中国高科,综合类,北京,8.76,58665.6,58665.6,444644.91,364233.72,355.26,5055.5,0.09,1.0859999999999999,3.47,3.66,19960726
中航光电,元器件,河南,30.55,60190.1,60251.48,818194.88,626912.25,137768.52,97841.0,1.62,0.934,6.53,5.83,20071101
星光农机,农用机械,浙江,85.17,8000.0,20155.9,152942.16,99976.85,23858.48,59934.63,2.97,0.26,5.52,5.36,20150427
方正科技,电脑设备,上海,0.0,219489.13,219489.13,1003260.38,488781.16,316601.25,14491.63,0.07,-0.052000000000000005,1.59,3.09,19901219
格林美,小金属,深圳,77.48,233297.2,291086.97,1814793.38,885738.69,370582.19,281948.84,0.97,0.068,2.31,3.05,20100122
置信电气,电气设备,上海,41.7,111366.89,135616.78,928515.69,720979.88,70223.75,37716.26,0.28,0.20199999999999999,2.45,4.59,20031010
东方创业,商贸代理,上海,81.75,52224.17,52224.17,672766.0,463346.06,82714.15,87973.68,1.68,0.2,5.54,3.92,20000712
青青稞酒,白酒,青海,34.09,45000.0,45000.0,294430.84,150370.2,53647.6,85475.59,1.9,0.43200000000000005,5.47,3.59,20111222
新联电子,电气设备,江苏,94.4,65696.09,83404.9,315083.06,267787.38,30872.6,121613.65,1.46,0.08,3.25,3.02,20110211
法 尔 胜,钢加工,江苏,24.95,37955.58,37964.16,730030.63,541514.88,30669.51,1377.54,0.04,0.358,2.07,5.74,19990119
美亚光电,专用机械,安徽,50.52,32644.5,67600.0,218054.45,185311.88,21949.21,39673.51,0.59,0.322,2.87,7.56,20120731
康缘药业,中成药,江苏,28.7,44223.42,61644.91,457320.41,227606.55,174199.44,52043.3,0.84,0.475,4.97,3.66,20020918
东莞控股,路桥,广东,13.91,103951.7,103951.7,848974.38,259917.22,193417.02,114008.05,1.1,0.603,4.71,2.37,19970617
大唐电信,通信设备,北京,0.0,83942.25,88210.84,1335902.0,775973.25,76255.03,369389.81,4.19,-0.7090000000000001,3.9,4.65,19981021
鲁亿通,电气设备,山东,221.27,4431.68,10769.74,58143.23,42443.1,7699.72,18878.22,1.75,0.13,4.41,8.69,20150217
天成控股,电气设备,贵州,775.94,50920.48,50920.48,273563.59,93166.71,34135.19,46326.03,0.91,0.011000000000000001,2.29,4.87,19971127
迪瑞医疗,医疗保健,吉林,57.16,4651.06,15335.0,185244.27,73884.31,23000.52,40995.37,2.67,0.585,6.89,6.47,20140910
腾信股份,互联网,北京,0.0,16072.53,38400.0,167967.84,97417.11,14989.17,8180.33,0.21,-0.021,2.26,8.93,20140910
博腾股份,化学制药,重庆,58.65,14343.75,42510.21,263376.06,92261.15,106023.67,25412.23,0.6,0.285,2.89,7.73,20140129
康欣新材,其他建材,山东,32.03,36553.6,103426.4,375013.28,195967.72,83799.59,51492.65,0.5,0.27699999999999997,2.73,4.33,19970526
南天信息,软件服务,云南,0.0,24646.84,24660.6,242021.47,163456.41,27707.64,80117.4,3.25,-0.19899999999999998,5.55,3.51,19991014
高德红外,电器仪表,湖北,287.88,46487.66,62425.6,403224.81,247085.97,70781.96,206656.81,3.31,0.067,5.16,4.99,20100716
吉祥航空,空运,上海,19.07,21500.0,128358.1,1749701.25,431462.41,788994.81,375271.66,2.92,1.05,5.95,4.21,20150527
财信发展,区域地产,北京,95.08,63173.14,110046.21,536428.88,510132.91,6391.64,24183.9,0.22,0.077,1.46,6.68,19970626
